playerKey,playerId,name,position,projMikeClayBasePts,projFantasyProsBasePts,projSleeperBasePts,tradyrIsRookie,lastSeasonSfb,pre_bonus_proj_pts,pos_rank_prebonus,tier_bonus,proj_pts,weekly_pts,VOLS,VORP,VBD,vbd_rank,adp,value_vs_adp,tier,pos_tier
eli-raridon,13421,Eli Raridon,TE,45.1,0,40,TRUE,0,43.06,47,58,101.06,5.944705882352942,-125.93143749999999,-24.12899999999999,-150.06043749999998,255,229.67,-25.330000000000013,59,9
ty-johnson,6039,Ty Johnson,RB,71.7,83.99,47.3,FALSE,117.8,70.20875,55,26.08,99.51543749999999,5.8538492647058815,-127.476,-25.673562500000003,-153.1495625,256,223,-33,59,8
michael-trigg,13401,Michael Trigg,TE,0,0,40.8,TRUE,0,40.8,48,58,98.8,5.811764705882353,-128.1914375,-26.388999999999996,-154.58043750000002,257,224,-33,59,9
elijah-moore,7596,Elijah Moore,WR,0,0,0,FALSE,57.1,0,123,104.33,97.24549999999999,5.720323529411765,-129.7459375,-27.9435,-157.6894375,258,NA,NA,59,27
jordan-james,12467,Jordan James,RB,56.4,87.78,54.2,FALSE,0,67.6175,57,26.08,93.6975,5.511617647058824,-133.29393749999997,-31.491499999999988,-164.78543749999994,259,231,-28,60,9
xavier-restrepo,12520,Xavier Restrepo,WR,0,0,3.8,FALSE,7.1,3.8,121,104.33,92.9755,5.46914705882353,-134.0159375,-32.213499999999996,-166.22943750000002,260,NA,NA,60,27
jake-bobo,10867,Jake Bobo,WR,0,0,3.2,FALSE,3.5,3.2,122,104.33,91.9255,5.407382352941177,-135.0659375,-33.26349999999999,-168.32943749999998,261,NA,NA,60,27
keaton-mitchell,9511,Keaton Mitchell,RB,56.6,66.16,89.9,FALSE,69.4,68.51,56,26.08,90.8115,5.34185294117647,-136.1799375,-34.3775,-170.5574375,262,176.54,-85.46000000000001,60,9
max-klare,13278,Max Klare,TE,9.8,0,67.1,TRUE,0,32.72,50,58,90.72,5.336470588235294,-136.2714375,-34.468999999999994,-170.74043749999998,263,212.6,-50.400000000000006,60,9
braelon-allen,11576,Braelon Allen,RB,81.5,88.61,48.8,FALSE,18.3,75.99125,53,26.08,89.5055625,5.265033088235294,-137.485875,-35.6834375,-173.1693125,264,190.41,-73.59,60,9
mike-washington,13305,Mike Washington,RB,58.5,71.19,57.5,TRUE,0,63.00875,58,26.08,89.08875,5.240514705882354,-137.90268749999998,-36.10024999999999,-174.00293749999997,265,186.05,-78.94999999999999,60,9
charlie-kolar,8127,Charlie Kolar,TE,23.8,0,46.4,FALSE,71.7,32.84,49,58,87.969,5.174647058823529,-139.0224375,-37.22,-176.2424375,266,NA,NA,60,9
tank-bigsby,9225,Tank Bigsby,RB,60.2,66.32,55.2,FALSE,90.8,61.245000000000005,59,26.08,87.84625000000001,5.167426470588236,-139.14518749999996,-37.34274999999998,-176.48793749999993,267,189.86,-77.13999999999999,60,9
emari-demercado,11199,Emari Demercado,RB,56.3,77.64,28.6,FALSE,109.3,57.3775,60,26.08,87.33387499999999,5.137286764705882,-139.65756249999998,-37.855125,-177.51268749999997,268,NA,NA,60,9
kimani-vidal,11647,Kimani Vidal,RB,31.6,55.28,32.2,FALSE,196.9,40.63,67,26.08,86.2385,5.072852941176471,-140.75293749999997,-38.95049999999999,-179.70343749999995,269,195.29,-73.71000000000001,60,9
oscar-delp,13319,Oscar Delp,TE,9.6,0,47.9,TRUE,0,24.92,51,58,82.92,4.87764705882353,-144.0714375,-42.26899999999999,-186.3404375,270,NA,NA,61,9
kirk-cousins,1166,Kirk Cousins,QB,58.42,63.46,56.16,FALSE,177.04,59.745,35,89,152.98925,8.999367647058824,-218.2603124999999,27.800250000000005,-190.4600624999999,271,211.74,-59.25999999999999,61,11
sam-roush,13322,Sam Roush,TE,9.4,0,40.5,TRUE,0,21.84,52,58,79.84,4.696470588235294,-147.1514375,-45.34899999999999,-192.50043749999998,272,NA,NA,61,9
tanner-koziol,13408,Tanner Koziol,TE,9.7,0,39.8,TRUE,0,21.74,53,58,79.74,4.6905882352941175,-147.2514375,-45.449,-192.70043750000002,273,NA,NA,61,9
kaelon-black,13414,Kaelon Black,RB,29.5,73.75,39.3,TRUE,0,48.54375,63,26.08,74.62375,4.3896323529411765,-152.3676875,-50.56524999999999,-202.93293749999998,274,225.67,-48.33000000000001,62,10
emmett-johnson,13337,Emmett Johnson,RB,42.4,42.65,61.2,TRUE,0,47.193749999999994,64,26.08,73.27374999999999,4.3102205882352935,-153.7176875,-51.91525,-205.63293750000003,275,166.63,-108.37,62,10
james-conner,4137,James Conner,RB,0,52.6,55.8,FALSE,33.8,53.88,61,26.08,73.036,4.296235294117647,-153.9554375,-52.15299999999999,-206.10843749999998,276,152.96,-123.03999999999999,62,10
chris-brooks,11370,Chris Brooks,RB,40.9,60.38,53.6,FALSE,30.2,51.38,62,26.08,70.37100000000001,4.1394705882352945,-156.62043749999998,-54.817999999999984,-211.43843749999996,277,219,-58,63,11
marshawn-lloyd,11581,MarShawn Lloyd,RB,61.1,40.06,22.1,FALSE,0,43.46,65,26.08,69.53999999999999,4.090588235294117,-157.4514375,-55.649,-213.1004375,278,216,-62,63,11
emanuel-wilson,11435,Emanuel Wilson,RB,6.3,48.21,51,FALSE,124,33.19125,74,26.08,68.98056249999999,4.057680147058823,-158.010875,-56.2084375,-214.2193125,279,207.65,-71.35,63,11
sean-tucker,9506,Sean Tucker,RB,26.6,27.09,50.5,FALSE,124.9,32.75875,76,26.08,68.7479375,4.043996323529412,-158.24349999999998,-56.44106249999999,-214.68456249999997,280,200.94,-79.06,63,11
jaylen-wright,11643,Jaylen Wright,RB,36.6,48.3,41.1,FALSE,66.2,42.1125,66,26.08,67.89362499999999,3.9937426470588226,-159.0978125,-57.29537500000001,-216.3931875,281,226.85,-54.150000000000006,63,11
jj-mccarthy,11565,J.J. McCarthy,QB,52.36,30.11,22.62,FALSE,209.38,36.58125,37,89,138.1510625,8.126533088235293,-233.09849999999992,12.962062500000002,-220.13643749999991,282,208.66,-73.34,64,12
ray-davis,11575,Ray Davis,RB,29.8,32.68,53.5,FALSE,83.1,36.805,72,26.08,65.91725,3.8774852941176468,-161.0741875,-59.27175,-220.3459375,283,216.25,-66.75,64,12
adam-randall,13302,Adam Randall,RB,23,62.24,26.1,TRUE,0,38.49,70,26.08,64.57,3.7982352941176467,-162.4214375,-60.619,-223.0404375,284,NA,NA,65,12
jonah-coleman,13345,Jonah Coleman,RB,38.1,24.16,56.9,TRUE,0,37.572500000000005,71,26.08,63.6525,3.7442647058823533,-163.3389375,-61.53649999999999,-224.87543749999998,285,163.63,-121.37,65,12
carson-beck,13272,Carson Beck,QB,38.82,29.32,70.92,TRUE,0,43.2825,36,89,132.2825,7.781323529411765,-238.9670624999999,7.093500000000006,-231.8735624999999,286,209.8,-76.19999999999999,66,12
lequint-allen,12544,LeQuint Allen,RB,35.2,0,47.2,FALSE,22.3,40,68,26.08,59.513,3.500764705882353,-167.47843749999998,-65.67599999999999,-233.15443749999997,287,223,-64,66,13
jaydon-blue,12457,Jaydon Blue,RB,43.2,33.52,41.4,FALSE,22.9,39.120000000000005,69,26.08,58.855000000000004,3.462058823529412,-168.1364375,-66.33399999999999,-234.4704375,288,228.3,-59.69999999999999,66,13
joe-flacco,19,Joe Flacco,QB,12.66,14.83,36.72,FALSE,256.66,19.48875,42,89,130.7144375,7.68908455882353,-240.5351249999999,5.5254375000000095,-235.0096874999999,289,235,-54,66,12
ollie-gordon,12495,Ollie Gordon,RB,29.3,30.44,21.7,FALSE,69.6,27.8275,81,26.08,56.261374999999994,3.309492647058823,-170.7300625,-68.927625,-239.6576875,290,NA,NA,67,14
nicholas-singleton,13288,Nicholas Singleton,RB,19.3,18.28,59.7,TRUE,0,29.017500000000002,79,26.08,55.0975,3.2410294117647056,-171.8939375,-70.0915,-241.9854375,291,197.3,-93.69999999999999,67,14
mac-jones,7527,Mac Jones,QB,12.04,13.25,36.72,FALSE,237.54,18.66375,43,89,127.14518749999999,7.479128676470587,-244.10437499999992,1.9561874999999986,-242.14818749999992,292,217.8,-74.19999999999999,67,12
rasheen-ali,11570,Rasheen Ali,RB,0,0,32.7,FALSE,30.7,32.7,77,26.08,54.568,3.209882352941176,-172.42343749999998,-70.621,-243.04443749999996,293,NA,NA,67,14
j-mari-taylor,13348,J'Mari Taylor,RB,0,0,28.2,TRUE,0,28.2,80,26.08,54.28,3.192941176470588,-172.7114375,-70.90899999999999,-243.62043749999998,294,NA,NA,67,14
george-holani,12048,George Holani,RB,38.6,37.44,23.2,FALSE,18.3,34.315,73,26.08,54.080749999999995,3.181220588235294,-172.9106875,-71.10825,-244.0189375,295,222,-73,67,14
trey-benson,11589,Trey Benson,RB,0,0,27.7,FALSE,41.9,27.7,82,26.08,51.998,3.058705882352941,-174.9934375,-73.191,-248.1844375,296,176.8,-119.19999999999999,68,15
justin-fields,7591,Justin Fields,QB,13.1,15.44,42.72,FALSE,195.66,21.3825,40,89,123.17412499999998,7.245536764705881,-248.07543749999994,-2.0148750000000177,-250.09031249999995,297,222.11,-74.88999999999999,69,12
roschon-johnson,10235,Roschon Johnson,RB,0,32.8,0,FALSE,2.2,32.8,75,26.08,50.37799999999999,2.963411764705882,-176.6134375,-74.811,-251.4244375,298,NA,NA,69,16
demond-claiborne,13347,Demond Claiborne,RB,22.4,22.32,27.8,TRUE,0,23.72,83,26.08,49.8,2.929411764705882,-177.1914375,-75.389,-252.58043750000002,299,213.1,-85.9,69,16
dj-giddens,12471,DJ Giddens,RB,30.3,31.92,27,FALSE,12.1,30.082500000000003,78,26.08,49.553124999999994,2.9148897058823526,-177.4383125,-75.635875,-253.0741875,300,NA,NA,69,16
audric-estime,11579,Audric Estime,RB,0,22.1,21.1,FALSE,59.1,21.700000000000003,87,26.08,49.478,2.9104705882352944,-177.51343749999998,-75.71099999999998,-253.22443749999996,301,238,-63,69,16
jam-miller,13403,Jam Miller,RB,0,25.1,18.9,TRUE,0,22.62,85,26.08,48.7,2.864705882352941,-178.29143749999997,-76.48899999999999,-254.78043749999995,302,NA,NA,69,16
kaytron-allen,13405,Kaytron Allen,RB,10,19.98,43.9,TRUE,0,22.2175,86,26.08,48.2975,2.8410294117647057,-178.6939375,-76.8915,-255.5854375,303,193.28,-109.72,69,16
seth-mcgowan,13424,Seth McGowan,RB,10.1,21.8,29.3,TRUE,0,19.2875,89,26.08,45.3675,2.668676470588235,-181.62393749999998,-79.82149999999999,-261.44543749999997,304,NA,NA,70,17
elijah-mitchell,7561,Elijah Mitchell,RB,0,25.1,8.3,FALSE,0,18.380000000000003,90,26.08,44.46,2.6152941176470588,-182.53143749999998,-80.728999999999985,-263.26043749999997,305,NA,NA,70,17
riley-leonard,12470,Riley Leonard,QB,12.82,59.11,0,FALSE,64,35.964999999999996,38,89,115.82025,6.8129558823529415,-255.42931249999992,-9.368749999999991,-264.7980624999999,306,238,-68,70,13
ty-chandler,8230,Ty Chandler,RB,0,32.1,9,FALSE,8.3,22.860000000000003,84,26.08,42.843999999999994,2.5202352941176467,-184.1474375,-82.345,-266.4924375,307,NA,NA,70,17
kendre-miller,9757,Kendre Miller,RB,5.5,38.43,4.6,FALSE,35.3,17.623749999999998,91,26.08,42.4431875,2.4966580882352942,-184.54825,-82.7458125,-267.2940625,308,234.83,-73.16999999999999,70,17
dameon-pierce,8129,Dameon Pierce,RB,0,22.1,20.3,FALSE,4.1,21.380000000000003,88,26.08,40.956,2.4091764705882355,-186.0354375,-84.23299999999999,-270.2684375,309,NA,NA,70,17
spencer-rattler,11562,Spencer Rattler,QB,12.82,12.88,15.68,FALSE,167.14,13.557500000000001,55,89,112.244875,6.6026397058823525,-259.00468749999993,-12.944125,-271.9488124999999,310,NA,NA,70,13
ty-simpson,13275,Ty Simpson,QB,12.34,29.37,16.62,TRUE,0,19.79625,41,89,108.79625,6.3997794117647056,-262.4533124999999,-16.392749999999992,-278.8460624999999,311,194.72,-116.28,71,13
drew-allar,13289,Drew Allar,QB,0,10.84,30.02,TRUE,0,18.512,44,89,107.512,6.324235294117647,-263.7375624999999,-17.676999999999992,-281.4145624999999,312,NA,NA,71,13
will-howard,12511,Will Howard,QB,0,8.53,30.5,FALSE,0,17.317999999999998,45,89,106.318,6.254,-264.9315624999999,-18.870999999999995,-283.8025624999999,313,234,-79,71,13
cade-klubnik,13303,Cade Klubnik,QB,12.42,11.69,30,TRUE,0,16.541249999999998,46,89,105.54124999999999,6.2083088235294115,-265.7083124999999,-19.647750000000002,-285.3560624999999,314,NA,NA,71,13
kaleb-johnson,12504,Kaleb Johnson,RB,3.6,4.78,29.5,FALSE,9.3,10.5175,92,26.08,32.502874999999996,1.9119338235294114,-194.4885625,-92.686125,-287.1746875,315,225.6,-89.4,71,18
anthony-richardson,9229,Anthony Richardson,QB,0,25.96,42.54,FALSE,2.66,32.592,39,89,103.7522,6.103070588235294,-267.4973624999999,-21.43679999999999,-288.9341624999999,316,212.9,-103.1,71,14
tyrod-taylor,827,Tyrod Taylor,QB,12.64,13.41,15.9,FALSE,105.96,13.74375,54,89,103.22618750000001,6.072128676470589,-268.0233749999999,-21.962812499999984,-289.98618749999986,317,NA,NA,71,14
tommy-devito,11292,Tommy DeVito,QB,12.9,13.54,15.38,FALSE,0,13.76,53,89,102.76,6.044705882352941,-268.4895624999999,-22.428999999999988,-290.9185624999999,318,NA,NA,71,14
jameis-winston,2306,Jameis Winston,QB,12.82,16.68,15.86,FALSE,93.78,15.0275,47,89,102.490375,6.028845588235294,-268.75918749999994,-22.698624999999993,-291.45781249999993,319,230,-89,71,14
jake-browning,6111,Jake Browning,QB,13.02,13.87,0,FALSE,98.74,13.445,56,89,101.88924999999999,5.993485294117646,-269.3603124999999,-23.299750000000003,-292.6600624999999,320,NA,NA,71,14
dillon-gabriel,12486,Dillon Gabriel,QB,0,0,14.86,FALSE,90.08,14.86,48,89,101.79299999999999,5.987823529411764,-269.4565624999999,-23.396,-292.8525624999999,321,NA,NA,71,14
eli-heidenreich,13423,Eli Heidenreich,RB,0,0,0,TRUE,0,0,93,26.08,26.08,1.5341176470588234,-200.91143749999998,-99.109,-300.02043749999996,322,221,-101,72,18
tyler-huntley,7083,Tyler Huntley,QB,12.06,12.5,15.68,FALSE,49.64,13.129999999999999,58,89,94.25649999999999,5.544499999999999,-276.99306249999995,-30.932500000000005,-307.92556249999996,323,NA,NA,73,15
andy-dalton,829,Andy Dalton,QB,0,13.9,14.82,FALSE,17.52,14.268,49,89,90.4058,5.317988235294117,-280.8437624999999,-34.783199999999994,-315.6269624999999,324,NA,NA,74,16
kenny-pickett,8160,Kenny Pickett,QB,12.52,15.11,0,FALSE,17.22,13.815000000000001,52,89,89.97574999999999,5.292691176470588,-281.2738124999999,-35.21325,-316.4870624999999,325,NA,NA,74,16
sam-howell,8162,Sam Howell,QB,0,0,0,FALSE,0,0,61,89,89,5.235294117647059,-282.2495624999999,-36.18899999999999,-318.4385624999999,326,NA,NA,74,16
nick-mullens,4464,Nick Mullens,QB,13.46,0,15.04,FALSE,-0.04,14.092,50,89,87.62219999999999,5.154247058823529,-283.6273624999999,-37.5668,-321.1941624999999,327,NA,NA,74,17
jarrett-stidham,6136,Jarrett Stidham,QB,13.14,13.98,15.22,FALSE,-0.1,13.975,51,89,87.51374999999999,5.147867647058823,-283.73581249999995,-37.675250000000005,-321.41106249999996,328,NA,NA,74,17
teddy-bridgewater,2152,Teddy Bridgewater,QB,12.54,13.21,14.58,FALSE,2.88,13.30125,57,89,87.38806249999999,5.140474264705881,-283.8614999999999,-37.8009375,-321.6624374999999,329,NA,NA,74,17
kyle-allen,5127,Kyle Allen,QB,11.82,11.9,15,FALSE,-0.3,12.645,59,89,86.35324999999999,5.07960294117647,-284.8963124999999,-38.835750000000004,-323.7320624999999,330,NA,NA,75,18
drew-lock,5854,Drew Lock,QB,11.86,12.57,0,FALSE,0.1,12.215,60,89,86.04775000000001,5.061632352941177,-285.2018124999999,-39.141249999999985,-324.34306249999986,331,NA,NA,75,18
